Target,Source
CEBPB,LSM12 
CEBPB,LY6G6C 
CEBPB,LYRM2 
CEBPB,MCOLN1 
CEBPB,MCTP2 
CEBPB,MDC1 
CEBPB,MECOM 
CEBPB,LZTR1 
CEBPB,MAP3K10 
CEBPB,MATN4 
CEBPB,MAP3K14 
CEBPB,MARK2 
CEBPB,MAP4K4 
CEBPB,MAPKAP1 
CEBPB,MAGI1 
CEBPB,MANF 
CEBPB,MAP2K6 
CEBPB,MAP3K1 
CEBPB,MANEA 
CEBPB,MALT1 
CEBPB,MAML1 
CEBPB,IL23A 
CEBPB,LRRC36 
CEBPB,LOX 
CEBPB,LOXL1 
CEBPB,LRIT1 
CEBPB,LLGL2 
CEBPB,KCNN3 
CEBPB,KRT76 
CEBPB,LIMS2 
CEBPB,LIME1 
CEBPB,LECT2 
CEBPB,LIFR 
CEBPB,KIAA0319L 
CEBPB,KLF5 
CEBPB,KLHL7 
CEBPB,KIF13A 
CEBPB,INHBA 
CEBPB,JUND 
CEBPB,KCNMB2 
CEBPB,KCNN2 
CEBPB,JUP 
CEBPB,KCNJ3 
CEBPB,KCNJ1 
CEBPB,KCNJ13 
CEBPB,INPP5J 
CEBPB,IRS2 
CEBPB,ISG20 
CEBPB,JTB 
CEBPB,IPO7 
CEBPB,IRAK1 
CEBPB,GNB2 
CEBPB,IKZF3 
CEBPB,IL15RA 
CEBPB,IL19 
CEBPB,HOXA5 
CEBPB,HSP90B1 
CEBPB,HOXD10 
CEBPB,HOPX 
CEBPB,HDAC9 
CEBPB,HERPUD1 
CEBPB,HIF3A 
CEBPB,HAGH 
CEBPB,HAL 
CEBPB,HAUS2 
CEBPB,EPHA7 
CEBPB,G0S2 
CEBPB,GHITM 
CEBPB,GAB2 
CEBPB,GDF9 
CEBPB,GABRA3 
CEBPB,GBX2 
CEBPB,FUT1 
CEBPB,FUT7 
CEBPB,FXR2 
CEBPB,FN1 
CEBPB,FOSL1 
CEBPB,EPX 
CEBPB,FASTK 
CEBPB,FHIT 
CEBPB,FILIP1L 
CEBPB,FBXO22 
CEBPB,FGR 
CEBPB,FBXW7 
CEBPB,FGB 
CEBPB,ERBB4 
CEBPB,FANCL 
CEBPB,EXT1 
CEBPB,DCLK1 
CEBPB,DOK3 
CEBPB,EFNB1 
CEBPB,DCN 
CEBPB,DHRS2 
CEBPB,DLAT 
CEBPB,DDIT3 
CEBPB,DHRS11 
CEBPB,DENND2D 
CEBPB,CSNK2A2 
CEBPB,DACT1 
CEBPB,CUEDC2 
CEBPB,CYSLTR2 
CEBPB,CXCL14 
CEBPB,CYFIP2 
CEBPB,CNOT1 
CEBPB,CREBL2 
CEBPB,CNTNAP2 
CEBPB,CP 
CEBPB,COX7A2L 
CEBPB,CHMP5 
CEBPB,CELF3 
CEBPB,CHGA 
CEBPB,CHEK2 
CEBPB,CCL13 
CEBPB,CDH19 
CEBPB,CDK16 
CEBPB,CCNA2 
CEBPB,CCND2 
CEBPB,CCRL2 
CEBPB,C19orf73 
CEBPB,CADPS 
CEBPB,CBX4 
CEBPB,CAPRIN1 
CEBPB,CAST 
CEBPB,CAPZA2 
CEBPB,CASS4 
CEBPB,C1RL 
CEBPB,CADM3 
CEBPB,C1orf112 
CEBPB,C2CD2 
CEBPB,BBIP1 
CEBPB,BUD31 
CEBPB,BBX 
CEBPB,BMP4 
CEBPB,BMP7 
CEBPB,BCORL1 
CEBPB,BLMH 
CEBPB,BDKRB1 
CEBPB,BDNF 
CEBPB,ANKRD1 
CEBPB,ATP1B4 
CEBPB,BAHD1 
CEBPB,ATP2B2 
CEBPB,AUP1 
CEBPB,ATP6V1G2 
CEBPB,ATAD2 
CEBPB,ATG4B 
CEBPB,ATP1B1 
CEBPB,ARHGAP12 
CEBPB,ASGR1 
CEBPB,ARHGAP24 
CEBPB,ARID5B 
CEBPB,ACADVL 
CEBPB,AKR1D1 
CEBPB,AMPD2 
CEBPB,ALDH1A2 
CEBPB,ALOX12B 
CEBPB,ALDH3A2 
CEBPB,ACE2 
CEBPB,ADRB3 
CEBPB,AGPS 
CEBPB,AIM1 
CEBPB,ACVR1 
CEBPB,ADRB2 
CEBPB,ACACA 
CEBPB,ACADSB 
CEBPB,ABL2 
CEBPB,ABCB8 
CEBPB,ABCG1 
CEBPB,ZC3H14 
CEBPB,ZMYND10 
CEBPB,ZNF217 
CEBPB,ZNF219 
CEBPB,ZNF711 
CEBPB,ZNF22 
CEBPB,ZNF428 
CEBPB,NFE2L2 
CEBPB,VCAM1 
CEBPB,ZBTB20 
CEBPB,XRCC5 
CEBPB,WFDC2 
CEBPB,WNT10B 
CEBPB,TRIB3 
CEBPB,UBE2M 
CEBPB,UBTF 
CEBPB,UCP3 
CEBPB,TRIM66 
CEBPB,TWISTNB 
CEBPB,UBE2L3 
CEBPB,TSPAN1 
CEBPB,TUBA1A 
CEBPB,TIMP2 
CEBPB,TNIP3 
CEBPB,TRIB1 
CEBPB,TRIB2 
CEBPB,TNNC1 
CEBPB,TNRC6B 
CEBPB,TNNI3 
CEBPB,TINAGL1 
CEBPB,TNFRSF8 
CEBPB,TNIP1 
CEBPB,TLE3 
CEBPB,TMED9 
CEBPB,SYBU 
CEBPB,TBL1X 
CEBPB,THRA 
CEBPB,TCF21 
CEBPB,TGM3 
CEBPB,TCF4 
CEBPB,TET3 
CEBPB,SYNCRIP 
CEBPB,TAF11 
CEBPB,TANK 
CEBPB,SZT2 
CEBPB,SYTL2 
CEBPB,STAT3 
CEBPB,STOML2 
CEBPB,STX4 
CEBPB,STEAP4 
CEBPB,STK39 
CEBPB,SPRY4 
CEBPB,STAR 
CEBPB,SNX4 
CEBPB,SPINK5 
CEBPB,SORL1 
CEBPB,PTPN12 
CEBPB,SLCO1B3 
CEBPB,SMTN 
CEBPB,SMAD1 
CEBPB,SMAD7 
CEBPB,SMARCA2 
CEBPB,SH2D4A 
CEBPB,SLC31A1 
CEBPB,SLC7A7 
CEBPB,SLC9A5 
CEBPB,SLC35D2 
CEBPB,SLC7A2 
CEBPB,SLC39A14 
CEBPB,SLC16A10 
CEBPB,SLC25A11 
CEBPB,SH3GL2 
CEBPB,SLC12A5 
CEBPB,SHPK 
CEBPB,SKIL 
CEBPB,SETD5 
CEBPB,SETD2 
CEBPB,SDF4 
CEBPB,SETD1B 
CEBPB,RPL36AL 
CEBPB,SASH1 
CEBPB,SCAMP1 
CEBPB,RPS6KA5 
CEBPB,RPS6KB2 
CEBPB,RUVBL2 
CEBPB,RC3H2 
CEBPB,RMND5B 
CEBPB,RNF123 
CEBPB,RFX7 
CEBPB,RIC8B 
CEBPB,RGS3 
CEBPB,RAVER2 
CEBPB,RBBP5 
CEBPB,RAD23B 
CEBPB,RASSF9 
CEBPB,RARRES1 
CEBPB,RASSF8 
CEBPB,PHLDB1 
CEBPB,PREPL 
CEBPB,PSTPIP1 
CEBPB,PTDSS2 
CEBPB,PTEN 
CEBPB,PRG4 
CEBPB,PRRX1 
CEBPB,PSEN1 
CEBPB,PSMC3IP 
CEBPB,PRR3 
CEBPB,PRLR 
CEBPB,PPP1R14D 
CEBPB,PRDM8 
CEBPB,PRDX4 
CEBPB,PPP1R3D 
CEBPB,PRDM13 
CEBPB,PPP3CA 
CEBPB,PPP3CB 
CEBPB,PITX2 
CEBPB,PLK3 
CEBPB,POLR3K 
CEBPB,PPME1 
CEBPB,PLA2G2E 
CEBPB,PLEKHM1 
CEBPB,PLEKHB1 
CEBPB,NNAT 
CEBPB,PCF11 
CEBPB,PGLYRP4 
CEBPB,PDE2A 
CEBPB,PDGFD 
CEBPB,PDE4D 
CEBPB,PDE6D 
CEBPB,PALMD 
CEBPB,PCDHGA9 
CEBPB,PCDHGB5 
CEBPB,PAPD7 
CEBPB,PAX7 
CEBPB,PARP8 
CEBPB,PAX6 
CEBPB,NPAT 
CEBPB,PAFAH2 
CEBPB,NPHS1 
CEBPB,ONECUT2 
CEBPB,OR2C1 
CEBPB,NR2F2 
CEBPB,OAZ1 
CEBPB,NTRK2 
CEBPB,NDUFA4 
CEBPB,NFE2 
CEBPB,NCALD 
CEBPB,NDRG1 
CEBPB,NCS1 
CEBPB,MRC2 
CEBPB,MYH7B 
CEBPB,MUS81 
CEBPB,MTUS1 
CEBPB,MTX1 
CEBPB,MORF4L2 
CEBPB,MPG 
CEBPD,CREBBP 
CEBPD,CEBPG 
CEBPD,CEBPE 
CEBPD,CEBPB 
CEBPD,CEBPA 
CEBPD,RB1 
CEBPD,EP300 
CEBPD,RELA 
CEBPD,SPI1 
CEBPE,UBE2I 
CEBPE,SPI1 
CEBPE,DDIT3 
CEBPE,CEBPD 
CEBPE,BATF3 
CEBPE,SIPA1L1 
CEBPE,LDOC1 
CEBPE,GATA1 
CEBPE,E2F1 
CEBPE,RB1 
CEBPE,PIAS1 
CEBPE,MYB 
CEBPE,ZMYM2 
CEBPG,CEBPD 
CEBPG,CEBPB 
CEBPG,ATF2 
CEBPG,ATF5 
CEBPG,ATF4 
CEBPG,CEBPG 
CEBPG,DDIT3 
CEBPG,GTF2F2 
CEBPG,FOS 
CEBPZ,LAG3 
CEBPZ,TP73 
CEBPZ,TP53 
CEBPZ,NFYB 
CELF3,TLE1 
CELF3,SOBP 
CELF3,C14orf1 
CELF3,RBFOX1 
CELF3,PCBP1 
CENPB,HAND2 
CENPB,GFI1B 
CENPB,CENPB 
CENPB,PARP1 
CENPB,PARP2 
CERS2,SLC22A1 
CERS2,ATP6V0C 
CERS2,ASGR2 
CERS2,ASGR1 
CHAF1A,ASF1A 
CHAF1A,CBX1 
CHAF1A,TCERG1 
CHAF1A,BLM 
CHAF1A,ASF1B 
CHAF1A,PCNA 
CHAF1A,CHAF1A 
CHAF1A,CDK2 
CHAF1A,CBX5 
CHAF1A,MBD1 
CHAF1A,CHAF1B 
CHAF1A,HIST1H3E 
CHAF1A,DBF4 
CHAF1A,ZNF408 
CHAF1A,TRIM28 
CHD1,SAFB 
CHD1,NCOR1 
CHD1,H3F3A 
CHD1,HIST3H3 
CHD1,HDAC1 
CHD1,SSRP1 
CHD1,SRSF3 
CHD4,TRIM27 
CHD4,SMARCA4 
CHD4,ATR 
CHD4,RORC 
CHD4,EP300 
CHD4,IKZF4 
CHD4,HDAC1 
CHD8,TOP3B 
CIC,SEC62 
CIC,PICK1 
CIC,CENPJ 
CIC,ATXN1 
CIC,GTPBP3 
CIC,GABPB1 
CIC,TRIM22 
CIC,SETD2 
CIITA,TAF6 
CIITA,PRKACA 
CIITA,NCOA1 
CIITA,HDAC4 
CIITA,KAT2B 
CIITA,HDAC5 
CIITA,ZXDC 
CIITA,XPO1 
CITED1,SMAD4 
CITED1,CREBBP 
CITED1,ESR1 
CITED1,EP300 
CITED1,TFAP2C 
CITED2,TFAP2C 
CITED2,EP300 
CITED2,CREBBP 
CITED2,TFAP2A 
CITED2,HIF1A 
CITED2,LHX3 
CITED2,LHX2 
CLASRP,SMAD3 
CLASRP,CLK4 
CLASRP,ATXN1 
CLOCK,ARNTL2 
CLOCK,ARNTL 
CNBP,PCBP2 
CNOT2,CNOT1 
CNOT2,CNOT8 
CNOT2,CNOT3 
CNOT3,CNOT1 
CNOT3,CAND2 
CNOT3,CAND1 
CNOT3,CNOT8 
CNOT3,CNOT2 
CNOT3,CREBBP 
CNOT4,UBE2D2 
CNOT4,UBE2B 
CNOT4,CNOT8 
CNOT4,CNOT1 
CNOT4,UBE2E3 
CNOT4,UBE2E1 
CNOT6,CNOT6 
CNOT6,CNOT7 
CNOT6,CNOT8 
CNOT7,CDK6 
CNOT7,CDK4 
CNOT7,CDK2 
CNOT7,CDK1 
CNOT7,BTG3 
CNOT7,BTG2 
CNOT7,BTG1 
CNOT7,TOB2 
CNOT7,TOB1 
CNOT7,PABPC1 
CNOT7,CNOT6 
CNOT8,CNOT1 
CNOT8,BTG2 
CNOT8,BTG1 
CNOT8,CNOT6 
CNOT8,CNOT2 
CNOT8,CNOT4 
CNOT8,CNOT3 
CNTRL,TRADD 
COIL,SNX6 
COIL,CSNK2B 
COIL,COIL 
COIL,ACTN4 
COIL,ACTN2 
COIL,ACTN1 
COIL,CEP76 
COIL,C1QBP 
COIL,BYSL 
COIL,ATXN1 
COIL,CEP70 
COIL,CDK2 
COIL,CCNE1 
COIL,SNRPB 
COIL,FXR2 
COIL,CYB5R2 
COIL,FHL5 
COIL,DHX16 
COIL,DNAJA3 
COIL,KPNA3 
COIL,KAZN 
COIL,KALRN 
COIL,GCC1 
COIL,KLC2 
COIL,PICK1 
COIL,MAD1L1 
COIL,PIAS4 
COIL,NIF3L1 
COIL,NUDT18 
COIL,NOLC1 
COIL,PRMT1 
COIL,PREPL 
COIL,SART3 
COIL,PRMT8 
COIL,PSME3 
COIL,PSMA1 
COIL,TSPYL2 
COIL,TGS1 
COIL,TFCP2 
COIL,TCEB3B 
COIL,ZNF277 
COIL,ZBTB25 
COIL,WDYHV1 
COPS2,COPS7A 
COPS2,COPS6 
COPS2,COPS5 
COPS2,COPS2 
COPS2,COPS4 
COPS2,COPS3 
COPS2,NIF3L1 
COPS2,CUL5 
COPS2,COPS8 
COPS2,MAPK8 
COPS2,GFER 
COPS2,IRF8 
COPS2,GPS1 
COPS2,RARA 
COPS2,NR2F1 
COPS2,NR0B1 
COPS2,TP53 
COPS2,RXRA 
COPS2,THRB 
COPS2,THRA 
COPS5,UCHL1 
COPS5,COPS2 
COPS5,CDKN1B 
COPS5,TXN 
COPS5,HNF4A 
COPS5,CUL5 
COPS5,COPS3 
COPS5,COPS8 
COPS5,COPS4 
COPS5,COPS7A 
COPS5,COPS6 
COPS5,HIF1A 
COPS5,F2RL1 
COPS5,ESR1 
COPS5,ERN1 
COPS5,HAND2 
COPS5,GFER 
COPS5,GPS1 
COPS5,GFI1B 
COPS5,TP53 
COPS5,NCOA1 
COPS5,JUN 
COPS5,HNF4G 
COPS5,MIF 
COPS5,MDM2 
COPS5,JUND 
COPS5,SMAD4 
COPS5,PPARG 
COPS5,NR4A3 
COPS5,NR4A2 
COPS5,SMAD2 
COPS5,RNF139 
COPS5,S100A7 
COPS5,RORA 
CRABP2,CRABP2 
CRABP2,CCND3 
CREB1,NUDT4 
CREB1,PIM1 
CREB1,RALGAPA1 
CREB1,ICAM5 
CREB1,ADK 
CREB1,ATM 
CREB1,AKT1 
CREB1,ATF1 
CREB1,ABL1 
CREB1,GNB1 
CREB1,NUP214 
CREB1,RANBP9 
CREB1,PAX4 
CREB1,NUP98 
CREB1,NYX 
CREB1,SLC9A5 
CREB1,PAX6 
CREB1,RANBP6 
CREB1,PEPD 
CREB1,PI4KA 
CREB1,RANBP2 
CREB1,PIK3R3 
CREB1,PFAS 
CREB1,PHLDA2 
CREB1,PFDN2 
CREB1,PFKFB3 
CREB1,PHACTR2 
CREB1,PBX3 
CREB1,PCM1 
CREB1,PEF1 
CREB1,PDCD5 
CREB1,PDGFD 
CREB1,PDLIM4 
CREB1,PCF11 
CREB1,PCBP4 
CREB1,PCID2 
CREB1,PCDHGA10 
CREB1,PCDH7 
CREB1,OGDH 
CREB1,PACS1 
CREB1,PANK4 
CREB1,OAZ3 
CREB1,PAPOLA 
CREB1,PAQR3 
CREB1,PARD6A 
CREB1,PALM 
CREB1,PAFAH1B1 
CREB1,PAMR1 
CREB1,PAN2 
CREB1,PAK3 
CREB1,PAK1 
CREB1,PAK1IP1 
CREB1,OMP 
CREB1,OSBPL8 
CREB1,PABPC1 
CREB1,OSM 
CREB1,OTUB2 
CREB1,OR6A2 
CREB1,ORMDL2 
CREB1,OBSL1 
CREB1,SPAG7 
CREB1,SMAD7 
CREB1,SPAG9 
CREB1,SPATA7 
CREB1,SNPH 
CREB1,SP4 
CREB1,SOX12 
CREB1,SOBP 
CREB1,SMARCA1 
CREB1,SNAP25 
CREB1,SMARCA5 
CREB1,SNCG 
CREB1,SMARCD1 
CREB1,SMG6 
CREB1,SIRT7 
CREB1,SLC35D1 
CREB1,SLC6A2 
CREB1,RAPGEF3 
CREB1,SLC6A5 
CREB1,SLC7A5 
CREB1,SLC44A4 
CREB1,SLC35E1 
CREB1,SLC4A3 
CREB1,SLC4A4 
CREB1,SLC35F5 
CREB1,SLC44A1 
CREB1,SLC38A3 
CREB1,SLC2A4RG 
CREB1,SIX6 
CREB1,SLC18A2 
CREB1,SLC30A5 
CREB1,SLC25A16 
CREB1,SLC25A3 
CREB1,SLC14A1 
CREB1,SKIL 
CREB1,SLC16A1 
CREB1,SLC16A6 
CREB1,SKIV2L 
CREB1,SLC12A5 
CREB1,SKP1 
CREB1,SASH3 
CREB1,SH3GL2 
CREB1,SIDT1 
CREB1,SIDT2 
CREB1,SIK3 
CREB1,SIK1 
CREB1,SIK2 
CREB1,SHISA6 
CREB1,SH3GLB1 
CREB1,SHOX2 
CREB1,SH3GLB2 
CREB1,SHC2 
CREB1,SH3PXD2A 
CREB1,SHANK1 
CREB1,SCAMP1 
CREB1,SENP3 
CREB1,SGSM2 
CREB1,2-Sep 
CREB1,SEMA4C 
CREB1,SCG2 
CREB1,SCYL2 
CREB1,SCG3 
CREB1,SCN1B 
CREB1,RRBP1 
CREB1,RUSC1 
CREB1,RASAL1 
CREB1,SAR1A 
CREB1,SAMD4B 
CREB1,RTN3 
CREB1,RRNAD1 
CREB1,RUNDC3A 
CREB1,RRP1B 
CREB1,RTN1 
CREB1,RSBN1 
CREB1,RPS6KA6 
CREB1,RND2 
CREB1,RPS6KB2 
CREB1,RPL36AL 
CREB1,RNMT 
CREB1,RNF128 
CREB1,ROM1 
CREB1,RNF40 
CREB1,RNF19A 
CREB1,RNF25 
CREB1,RASGRP2 
CREB1,RIPK4 
CREB1,RERE 
CREB1,RIC8B 
CREB1,RING1 
CREB1,RIMS2 
CREB1,RHOB 
CREB1,RFX1 
CREB1,RHOF 
CREB1,RHOG 
CREB1,RFX7 
CREB1,RHBDL1 
CREB1,RGS10 
CREB1,RASIP1 
CREB1,RBM7 
CREB1,REM1 
CREB1,RBMS1 
CREB1,RCAN1 
CREB1,RCAN2 
CREB1,RBBP8 
CREB1,RBM47 
CREB1,RBKS 
CREB1,RBM12 
CREB1,RBM12B-AS1 
CREB1,PIP4K2A 
CREB1,PITPNA 
CREB1,PITPNM1 
CREB1,PIP4K2B 
CREB1,PTPRK 
CREB1,PIP5K1B 
CREB1,RAB7A 
CREB1,SPHK1 
CREB1,PRDX4 
CREB1,PTPRS 
CREB1,RAB6B 
CREB1,RAB21 
CREB1,RAB2A 
CREB1,R3HCC1L 
CREB1,PTTG1IP 
CREB1,RAB11FIP2 
CREB1,PWP1 
CREB1,QRICH1 
CREB1,PYY2 
CREB1,PTPRF 
CREB1,PRRC2A 
CREB1,PTP4A3 
CREB1,PTPN6 
CREB1,MAPKAPK2 
CREB1,PTPN2 
CREB1,KAT5 
CREB1,HPS6 
CREB1,PSMD3 
CREB1,CEBPB 
CREB1,C14orf1 
CREB1,PTBP3 
CREB1,PTP4A1 
CREB1,MAPK14 
CREB1,GTF2F2 
CREB1,PSMB8 
CREB1,CREM 
CREB1,CHD3 
CREB1,GLI2 
CREB1,DYRK1A 
CREB1,PSD 
CREB1,FHL5 
CREB1,PSMA1 
CREB1,EDF1 
CREB1,PRR3 
CREB1,PRPF4 
CREB1,PRR7 
CREB1,PRPF40A 
CREB1,PRPF6 
CREB1,PRPH 
CREB1,PRKCZ 
CREB1,PRKAG1 
CREB1,PRKAR2B 
CREB1,PRKCH 
CREB1,PRKCE 
CREB1,PRKCG 
CREB1,PPM1D 
CREB1,PITX2 
CREB1,PRAMEF12 
CREB1,PPP2CB 
CREB1,PPP2R5B 
CREB1,PPP4R2 
CREB1,PPP1R14B 
CREB1,PPP1R8 
CREB1,PPP1R15A 
CREB1,PPIG 
CREB1,PLEKHA4 
CREB1,PPIL6 
CREB1,POLR2A 
CREB1,PPARGC1A 
CREB1,PPARD 
CREB1,PNMA1 
CREB1,PLEKHA5 
CREB1,PNPLA3 
CREB1,POLG 
CREB1,PMEL 
CREB1,PLK2 
CREB1,PJA2 
CREB1,PLA2G6 
CREB1,PLCB3 
CREB1,PLCG1 
CREB1,PKP4 
CREB1,RPS6KA5 
CREB1,RPS6KA4 
CREB1,RPS6KA3 
CREB1,RPS6KA2 
CREB1,PDX1 
CREB1,NR3C1 
CREB1,RPS6KA1 
CREB1,PRKG1 
CREB1,RECQL5 
CREB1,RAB1A 
CREB1,SRF 
CREB1,SOX9 
CREB1,SGK1 
CREB1,SMARCA5 
CREB1,SMARCA4 
CREB1,VIM 
CREB1,THRA 
CREB1,SCG5 
CREB1,TBCC 
CREB1,ZXDC 
CREB1,ZZEF1 
CREB1,ZIC4 
CREB1,ZNF536 
CREB1,ZNF711 
CREB1,ZNF576 
CREB1,ZMYM3 
CREB1,ZMYM5 
CREB1,ZNF219 
CREB1,ZNF274 
CREB1,ZNF24 
CREB1,WDR18 
CREB1,ZFR 
CREB1,ZFR2 
CREB1,ZFX 
CREB1,ZEB2 
CREB1,ZFAND5 
CREB1,ZBTB7A 
CREB1,ZCCHC6 
CREB1,ZCWPW1 
CREB1,ZC3H3 
CREB1,ZC3H14 
CREB1,WDR48 
CREB1,XPNPEP3 
CREB1,YTHDC2 
CREB1,YTHDF1 
CREB1,ZBTB16 
CREB1,YWHAH 
CREB1,XYLT2 
CREB1,YPEL5 
CREB1,YAP1 
CREB1,YIPF6 
CREB1,YIF1A 
CREB1,WDR91 
CREB1,WNT10B 
CREB1,WNT5A 
CREB1,WSB1 
CREB1,WRNIP1 
CREB1,WEE1 
CREB1,WISP1 
CREB1,WHSC1L1 
CREB1,TBR1 
CREB1,TRPM2 
CREB1,VASH1 
CREB1,VRK3 
CREB1,VEGFA 
CREB1,VEZF1 
CREB1,VEGFB 
CREB1,USP39 
CREB1,VAMP3 
CREB1,USPL1 
CREB1,USP9X 
CREB1,UCHL5 
CREB1,USP21 
CREB1,USP24 
CREB1,UMPS 
CREB1,USP2 
CREB1,UROD 
CREB1,TUBB2B 
CREB1,UBP1 
CREB1,UBC 
CREB1,UBE2D3 
CREB1,TUBGCP2 
CREB1,TXNL1 
CREB1,TWF1 
CREB1,TXLNG 
CREB1,TSC22D2 
CREB1,TUBA4B 
CREB1,TUBA4A 
CREB1,TTF1 
CREB1,TTC1 
CREB1,TSPYL5 
CREB1,TMEM5 
CREB1,TNIP2 
CREB1,TRMT5 
CREB1,TRPC1 
CREB1,TRPC6 
CREB1,TRPC5 
CREB1,TRAP1 
CREB1,TRIP10 
CREB1,TRMT2A 
CREB1,TRAPPC10 
CREB1,TRAPPC11 
CREB1,TNRC6B 
CREB1,TOMM22 
CREB1,TPD52 
CREB1,TPD52L2 
CREB1,TOMM40 
CREB1,TP53BP1 
CREB1,TOR1AIP2 
CREB1,TOB1 
CREB1,TOMM20 
CREB1,TMEM9B 
CREB1,TMEM8B 
CREB1,TMEM97 
CREB1,TBX5 
CREB1,TIMM44 
CREB1,TMEM151B 
CREB1,TJAP1 
CREB1,TMC7 
CREB1,TMED5 
CREB1,TLE3 
CREB1,TM9SF3 
CREB1,TLE4 
CREB1,TBX6 
CREB1,THRAP3 
CREB1,THUMPD1 
CREB1,TIAM1 
CREB1,TFAP2A 
CREB1,THADA 
CREB1,TGIF2 
CREB1,TCEAL1 
CREB1,TECTA 
CREB1,TEX14 
CREB1,TESC 
CREB1,TEAD3 
CREB1,TCF12 
CREB1,TDG 
CREB1,TDRD1 
CREB1,SPRED2 
CREB1,SRRM2 
CREB1,TAF2 
CREB1,TAF4B 
CREB1,TAOK1 
CREB1,TAP2 
CREB1,TAPT1 
CREB1,SYN1 
CREB1,TAF10 
CREB1,TAC3 
CREB1,TACC3 
CREB1,TACR1 
CREB1,SYNGR1 
CREB1,SYNGR3 
CREB1,SUV39H2 
CREB1,SUGP2 
CREB1,STUB1 
CREB1,STX10 
CREB1,SRSF1 
CREB1,SSTR2 
CREB1,SSTR3 
CREB1,ST3GAL4 
CREB1,SRSF5 
CREB1,SST 
CREB1,SSBP3 
CREB1,SSNA1 
CREB1,SPRY4 
CREB1,SREBF2 
CREB1,SRP54 
CREB1,SRR 
CREB1,SRPK3 
CREB1,PTMA 
CREB1,C8orf44 
CREB1,CA10 
CREB1,CACNA1E 
CREB1,C4orf19 
CREB1,C6orf48 
CREB1,C6orf62 
CREB1,C6orf106 
CREB1,C5orf15 
CREB1,C19orf66 
CREB1,C22orf24 
CREB1,C17orf80 
CREB1,BCAR3 
CREB1,C11orf1 
CREB1,C11orf58 
CREB1,BCL2L11 
CREB1,BTG2 
CREB1,BUD31 
CREB1,BRD2 
CREB1,BTBD18 
CREB1,BCL2L13 
CREB1,BIN1 
CREB1,BNIP3L 
CREB1,BET1 
CREB1,BEX1 
CREB1,ARMCX1 
CREB1,ATXN2L 
CREB1,BACH2 
CREB1,BCAP31 
CREB1,BAHD1 
CREB1,BAZ2B 
CREB1,BAP1 
CREB1,ATXN7L1 
CREB1,B4GALT2 
CREB1,B4GALT3 
CREB1,B9D2 
CREB1,AVPI1 
CREB1,B3GNT2 
CREB1,ARMCX3 
CREB1,ATXN1 
CREB1,ATP5D 
CREB1,ATP8B3 
CREB1,ATP5G1 
CREB1,ATP5G3 
CREB1,ARMCX4 
CREB1,ASNA1 
CREB1,ATF1 
CREB1,ATG5 
CREB1,ARMCX6 
CREB1,ASIC4 
CREB1,ARNT 
CREB1,ARRB1 
CREB1,ADRB1 
CREB1,ANKS1A 
CREB1,ARID1A 
CREB1,ARIH1 
CREB1,ARL6IP5 
CREB1,AP1AR 
CREB1,ARF5 
CREB1,ARHGEF10L 
CREB1,AP2A2 
CREB1,APEX1 
CREB1,APBB1 
CREB1,APBB2 
CREB1,ANKRD17 
CREB1,ANGEL1 
CREB1,ANKRA2 
CREB1,ALKBH4 
CREB1,AMHR2 
CREB1,AIMP2 
CREB1,AKIRIN1 
CREB1,AK2 
CREB1,ABR 
CREB1,ADAMTS6 
CREB1,ADCY8 
CREB1,ADRA2C 
CREB1,ADCYAP1 
CREB1,ADM2 
CREB1,ACD 
CREB1,ADAMTS3 
CREB1,ACIN1 
CREB1,ACTR3B 
CREB1,ABLIM3 
CREB1,AANAT 
CREB1,ABCE1 
CREB1,DHX58 
CREB1,CACNA1G 
CREB1,HIC1 
CREB1,HTRA2 
CREB1,DIAPH1 
CREB1,IARS2 
CREB1,IBA57 
CREB1,ID1 
CREB1,ID3 
CREB1,IDH3G 
CREB1,HIPK3 
CREB1,HOXC11 
CREB1,HSD17B7 
CREB1,HSP90AA1 
CREB1,HSPB2 
CREB1,HSP90AB1 
CREB1,HSPA9 
CREB1,HOXC13 
CREB1,HP1BP3 
CREB1,HR 
CREB1,HOXC4 
CREB1,HOXD11 
CREB1,HOXC5 
CREB1,HOXC10 
CREB1,HOXB1 
CREB1,HIVEP2 
CREB1,HOMER1 
CREB1,HOMER2 
CREB1,HOOK1 
CREB1,HMBS 
CREB1,HNRNPH3 
CREB1,HMGN1 
CREB1,HNRNPA3 
CREB1,GNB5 
CREB1,GTPBP1 
CREB1,HDLBP 
CREB1,HECA 
CREB1,HES2 
CREB1,HDAC3 
CREB1,HDAC4 
CREB1,HABP4 
CREB1,HCFC1R1 
CREB1,HCFC1 
CREB1,GNG4 
CREB1,GPR3 
CREB1,GTF2F1 
CREB1,GTF3C1 
CREB1,GRIN2C 
CREB1,GRPR 
CREB1,GNMT 
CREB1,GPM6B 
CREB1,GPN1 
CREB1,GPR153 
CREB1,GOLGA4 
CREB1,GON4L 
CREB1,GOT1 
CREB1,FLT3 
CREB1,GABBR1 
CREB1,GJD2 
CREB1,GK 
CREB1,GNAI3 
CREB1,GLOD4 
CREB1,GLYR1 
CREB1,GABRA5 
CREB1,GATA4 
CREB1,GFAP 
CREB1,GABRR1 
CREB1,GATA2 
CREB1,GALNS 
CREB1,GALNT14 
