Target,Source
SPI1,ENO3 
SPI1,EMG1 
SPI1,EMP3 
SPI1,EMILIN2 
SPI1,EML2 
SPI1,ECE1 
SPI1,EIF3M 
SPI1,ELMO1 
SPI1,EIF5 
SPI1,ELF2 
SPI1,ECHDC1 
SPI1,EIF2B1 
SPI1,EIF2B5 
SPI1,EFCAB11 
SPI1,EGOT 
SPI1,EHMT2 
SPI1,CUEDC2 
SPI1,DYNC1I1 
SPI1,DPEP3 
SPI1,DYNC1I2 
SPI1,E2F4 
SPI1,DZIP3 
SPI1,E2F1 
SPI1,DUSP22 
SPI1,DUSP5 
SPI1,DPYSL2 
SPI1,DUSP2 
SPI1,DSTYK 
SPI1,DOCK2 
SPI1,DNAJC13 
SPI1,DOK3 
SPI1,DNM1L 
SPI1,DNAJC4 
SPI1,DNASE1L1 
SPI1,DHX8 
SPI1,DMTF1 
SPI1,DIAPH2 
SPI1,DLG3 
SPI1,CUL3 
SPI1,DHDDS 
SPI1,DCTN5 
SPI1,DEPDC5 
SPI1,DGUOK 
SPI1,DGKA 
SPI1,DGKZ 
SPI1,DDX3X 
SPI1,DENND2D 
SPI1,DDX21 
SPI1,DDRGK1 
SPI1,DDX18 
SPI1,CUL4B 
SPI1,DCLRE1C 
SPI1,DAZAP1 
SPI1,DCP2 
SPI1,DBR1 
SPI1,DCAF7 
SPI1,DCAF13 
SPI1,DCAF16 
SPI1,DAP 
SPI1,DAXX 
SPI1,DACT1 
SPI1,CYTH4 
SPI1,CNPY3 
SPI1,CSRP1 
SPI1,CDV3 
SPI1,ARAP1 
SPI1,CREM 
SPI1,CSHL1 
SPI1,CSNK1D 
SPI1,CSNK1G2 
SPI1,CRHR1 
SPI1,CSE1L 
SPI1,CRIP1 
SPI1,CNR2 
SPI1,COX7A2 
SPI1,COPS7A 
SPI1,CR1 
SPI1,CORO1C 
SPI1,COX20 
SPI1,COMT 
SPI1,COPA 
SPI1,COMMD3 
SPI1,COL16A1 
SPI1,COMMD10 
SPI1,CEACAM21 
SPI1,CNPPD1 
SPI1,CLP1 
SPI1,CNOT8 
SPI1,CMAHP 
SPI1,CLN3 
SPI1,CLN6 
SPI1,CLINT1 
SPI1,CLIC1 
SPI1,CENPM 
SPI1,CKS1B 
SPI1,CLCN3 
SPI1,CHD2 
SPI1,CIB1 
SPI1,CHEK2 
SPI1,CHMP1B 
SPI1,CEP97 
SPI1,CGGBP1 
SPI1,CEP68 
SPI1,CEP72 
SPI1,CD1C 
SPI1,CDK5RAP3 
SPI1,CDKN2AIP 
SPI1,CDK7 
SPI1,CDK9 
SPI1,CD79B 
SPI1,CDC5L 
SPI1,CD69 
SPI1,CD37 
SPI1,CD52 
SPI1,CD14 
SPI1,CCP110 
SPI1,CD19 
SPI1,CCR1 
SPI1,CCT5 
SPI1,CCR3 
SPI1,CCDC69 
SPI1,CCND2 
SPI1,CCNG1 
SPI1,CCDC94 
SPI1,CCL22 
SPI1,CCDC57 
SPI1,CCDC28A 
SPI1,CCDC33 
SPI1,CCDC28B 
SPI1,CBL 
SPI1,CCDC121 
SPI1,CBLL1 
SPI1,CBR4 
SPI1,CASP8 
SPI1,CAP1 
SPI1,CAT 
SPI1,CAPG 
SPI1,CARD8 
SPI1,CAPN10 
SPI1,C9orf3 
SPI1,CAB39 
SPI1,CAAP1 
SPI1,CA5BP1 
SPI1,ARF6 
SPI1,C8orf44 
SPI1,C6orf62 
SPI1,C21orf91 
SPI1,C1orf54 
SPI1,ZXDB 
SPI1,ZWILCH 
SPI1,BZW1 
SPI1,ZRSR2 
SPI1,ZNF93 
SPI1,C1orf106 
SPI1,C1RL 
SPI1,ZNF710 
SPI1,C18orf25 
SPI1,ZNF668 
SPI1,C17orf62 
SPI1,ZNF646 
SPI1,ZNF580 
SPI1,C14orf159 
SPI1,ZNF506 
SPI1,C12orf10 
SPI1,ZNF484 
SPI1,ZNF440 
SPI1,ZNF41 
SPI1,C11orf24 
SPI1,ZNF384 
SPI1,ARFIP2 
SPI1,ATP2C1 
SPI1,ZNF350 
SPI1,BCL2A1 
SPI1,ZNF335 
SPI1,BRCA1 
SPI1,ZNF318 
SPI1,BCL7B 
SPI1,ZNF280A 
SPI1,ZNF277 
SPI1,ZNF24 
SPI1,ZNF219 
SPI1,BIRC3 
SPI1,LPXN 
SPI1,BID 
SPI1,BIN2 
SPI1,ZMIZ1 
SPI1,ATP5J 
SPI1,ZKSCAN5 
SPI1,BBX 
SPI1,ZGPAT 
SPI1,BCAT1 
SPI1,ZFP36L1 
SPI1,BAG6 
SPI1,ZFC3H1 
SPI1,BBIP1 
SPI1,LRRC37A3 
SPI1,BANF1 
SPI1,BANP 
SPI1,ZEB1 
SPI1,ATP6V0D1 
SPI1,ZDHHC13 
SPI1,ZCWPW1 
SPI1,ATXN7L1 
SPI1,ZC3H3 
SPI1,AVPR2 
SPI1,ZC3H13 
SPI1,ATP6V1B2 
SPI1,LTB4R 
SPI1,ATP6V1D 
SPI1,ATP6V1G2 
SPI1,ZBTB6 
SPI1,ARFRP1 
SPI1,ATP1A1 
SPI1,ARPC3 
SPI1,ZBTB32 
SPI1,ASUN 
SPI1,ZBTB1 
SPI1,ASXL2 
SPI1,YWHAB 
SPI1,ATG5 
SPI1,LYST 
SPI1,ATAD2B 
SPI1,YTHDF3 
SPI1,ATF7IP2 
SPI1,YRDC 
SPI1,ARPC4 
SPI1,YIF1B 
SPI1,ASB7 
SPI1,ASCC1 
SPI1,XPO7 
SPI1,ARPP21 
SPI1,MAK 
SPI1,ARPC5 
SPI1,WWC1 
SPI1,ARPP19 
SPI1,ARGLU1 
SPI1,WRAP73 
SPI1,ARMCX4 
SPI1,MAP2K5 
SPI1,ARID4B 
SPI1,ARPC2 
SPI1,WIPF1 
SPI1,WHSC1L1 
SPI1,ARL6IP1 
SPI1,MAP4K5 
SPI1,ARL2BP 
SPI1,ARHGAP12 
SPI1,ARHGAP4 
SPI1,ARID3B 
SPI1,WDR73 
SPI1,ARHGAP22 
SPI1,WDR5B 
SPI1,WDR3 
SPI1,WBP2 
SPI1,AMPD3 
SPI1,WASF2 
SPI1,AP4E1 
SPI1,MED8 
SPI1,WARS 
SPI1,APPL2 
SPI1,AP4M1 
SPI1,MEPCE 
SPI1,APOBEC3G 
SPI1,VPS8 
SPI1,APOBR 
SPI1,VPS52 
SPI1,APEX2 
SPI1,APOBEC3B 
SPI1,APH1A 
SPI1,VPS13C 
SPI1,APOA2 
SPI1,VNN2 
SPI1,AP3S1 
SPI1,VNN1 
SPI1,VKORC1 
SPI1,VILL 
SPI1,ANXA5 
SPI1,VGLL4 
SPI1,AOAH 
SPI1,VCPIP1 
SPI1,AP1B1 
SPI1,VCAM1 
SPI1,ANAPC10 
SPI1,VAV1 
SPI1,VANGL1 
SPI1,VAMP5 
SPI1,ANP32B 
SPI1,VAC14 
SPI1,ANG 
SPI1,UVRAG 
SPI1,UTP3 
SPI1,USP4 
SPI1,USP32 
SPI1,AMMECR1 
SPI1,USP3 
SPI1,AGPAT4 
SPI1,ALG9 
SPI1,URB1 
SPI1,ALOX12B 
SPI1,ALOX5AP 
SPI1,UPF2 
SPI1,AMBN 
SPI1,UNC93B1 
SPI1,AHCYL2 
SPI1,AKAP11 
SPI1,UGGT1 
SPI1,AKAP5 
SPI1,UCP2 
SPI1,AKR7A2 
SPI1,UBXN8 
SPI1,AIDA 
SPI1,AIF1 
SPI1,UBXN1 
SPI1,AIP 
SPI1,UBP1 
SPI1,ACOT9 
SPI1,AGA 
SPI1,ADGB 
SPI1,AGK 
SPI1,ADNP2 
SPI1,AFTPH 
SPI1,UBE2B 
SPI1,ADORA3 
SPI1,UBC 
SPI1,UBAP2L 
SPI1,ACOXL 
SPI1,UBA3 
SPI1,ADARB2 
SPI1,UAP1L1 
SPI1,TXK 
SPI1,ACSL5 
SPI1,TWF1 
SPI1,ACVRL1 
SPI1,TUSC2 
SPI1,ACTR2 
SPI1,TUBA4B 
SPI1,ACTR3 
SPI1,TTLL4 
SPI1,ACAA2 
SPI1,ABCA7 
SPI1,TTF1 
SPI1,ABCC3 
SPI1,MIS18BP1 
SPI1,TTC23 
SPI1,TTC1 
SPI1,TSSC4 
SPI1,TSSC1 
SPI1,TSPO 
SPI1,TSPAN5 
SPI1,MREG 
SPI1,TSG101 
SPI1,TSC22D3 
SPI1,MRPS18C 
SPI1,TROVE2 
SPI1,MSANTD2 
SPI1,TRIM38 
SPI1,VPS26A 
SPI1,TREML2 
SPI1,TRAPPC9 
SPI1,TRAFD1 
SPI1,MUC13 
SPI1,TRAF1 
SPI1,TPD52L2 
SPI1,TP73 
SPI1,TOR1B 
SPI1,MYO1F 
SPI1,TOR1AIP1 
SPI1,TOP3A 
SPI1,TOM1L2 
SPI1,TNNT1 
SPI1,TNNI2 
SPI1,NBN 
SPI1,TNIP3 
SPI1,TNFAIP8 
SPI1,NCOA1 
SPI1,TMX1 
SPI1,TMSB4X 
SPI1,NDUFS2 
SPI1,TMEM62 
SPI1,TMEM39A 
SPI1,TMEM33 
SPI1,TMEM30A 
SPI1,TMEM208 
SPI1,NFKBIA 
SPI1,TMEM206 
SPI1,TRIM22 
SPI1,NIT2 
SPI1,TMEM156 
SPI1,NME6 
SPI1,TMEM123 
SPI1,TMEM11 
SPI1,TMEM168 
SPI1,TMCO1 
SPI1,TMBIM6 
SPI1,TMBIM4 
SPI1,NR1D2 
SPI1,TMED3 
SPI1,TM2D3 
SPI1,TMA16 
SPI1,NUDT1 
SPI1,TM2D1 
SPI1,TLR7 
SPI1,NUP160 
SPI1,TLN1 
SPI1,TIMM8B 
SPI1,THOP1 
SPI1,THBS3 
SPI1,THAP9 
SPI1,THAP1 
SPI1,TGFB3 
SPI1,TFG 
SPI1,TFB2M 
SPI1,TFB1M 
SPI1,TFAM 
SPI1,ORC4 
SPI1,TDG 
SPI1,TCIRG1 
SPI1,TBXA2R 
SPI1,TBX6 
SPI1,TBC1D13 
SPI1,PARM1 
SPI1,TAX1BP1 
SPI1,TAS2R1 
SPI1,PATZ1 
SPI1,TANK 
SPI1,TAF7 
SPI1,TAF5L 
SPI1,TAF13 
SPI1,TADA3 
SPI1,SYT11 
SPI1,PCGF2 
SPI1,SYNJ1 
SPI1,SYNE2 
SPI1,SYK 
SPI1,SYF2 
SPI1,SUPT6H 
SPI1,SUPT4H1 
SPI1,SUMO1 
SPI1,SUB1 
SPI1,STX7 
SPI1,STRADA 
SPI1,STOML1 
SPI1,PHEX 
SPI1,STK4 
SPI1,PHTF1 
SPI1,STIM1 
SPI1,STIL 
SPI1,STAU1 
SPI1,PIK3R2 
SPI1,STAT4 
SPI1,STARD13 
SPI1,ST7L 
SPI1,ST6GALNAC4 
SPI1,SSH1 
SPI1,SRSF10 
SPI1,SPTLC3 
SPI1,PLP2 
SPI1,SPTLC1 
SPI1,SPN 
SPI1,SPAG1 
SPI1,SP140L 
SPI1,SP140 
SPI1,SP110 
SPI1,SOWAHC 
SPI1,SORL1 
SPI1,SORBS3 
SPI1,POMP 
SPI1,SNX5 
SPI1,PPIB 
SPI1,SNRPE 
SPI1,SNRPD2 
SPI1,SNRNP35 
SPI1,PRKAR1A 
SPI1,PRPF19 
SPI1,SNORA21 
SPI1,SNAP23 
SPI1,PTK6 
SPI1,SMUG1 
SPI1,SMPDL3B 
SPI1,SMARCAL1 
SPI1,SMAD2 
SPI1,SLC7A7 
SPI1,SLC6A6 
SPI1,SLC4A4 
SPI1,SLC39A6 
SPI1,SLC38A10 
SPI1,SLC31A1 
SPI1,SLC30A6 
SPI1,RAB40C 
SPI1,SLC25A13 
SPI1,SLC1A5 
SPI1,RAB9A 
SPI1,SLC18A2 
SPI1,SLC16A6 
SPI1,SLC13A2 
SPI1,SLAMF7 
SPI1,SKP2 
SPI1,RANBP9 
SPI1,SKIV2L2 
SPI1,SKIV2L 
SPI1,SIRT6 
SPI1,RASGRP2 
SPI1,SIPA1L3 
SPI1,SIPA1 
SPI1,RB1 
SPI1,SHQ1 
SPI1,SHOC2 
SPI1,SH3TC1 
SPI1,SH3BP2 
SPI1,SH2D3C 
SPI1,REXO4 
SPI1,SF1 
SPI1,RGL1 
SPI1,SERPIND1 
SPI1,SERINC1 
SPI1,SEMA4C 
SPI1,SELPLG 
SPI1,SEL1L 
SPI1,RNASE6 
SPI1,SEC24C 
SPI1,SEC22B 
SPI1,SEC14L2 
SPI1,SEC14L1 
SPI1,SDS 
SPI1,SDHAF1 
SPI1,RNF4 
SPI1,SDF2 
SPI1,SCYL3 
SPI1,SCMH1 
SPI1,RP2 
SPI1,SCFD1 
SPI1,SCAMP4 
SPI1,RPL27A 
SPI1,SASH3 
SPI1,SAMSN1 
SPI1,RPL37 
SPI1,S100B 
SPI1,S100A11 
SPI1,RYR3 
SPI1,RXRB 
SPI1,RUFY1 
SPI1,RTN4 
SPI1,RSRC2 
SPI1,RSL1D1 
SPI1,RRP7A 
SPI1,RRP12 
SPI1,RRNAD1 
SPI1,RPS6KA1 
SPI1,RPS6 
SPI1,RPS25 
SPI1,RPS19 
SPI1,RPS18 
SPI1,RPS17 
SPI1,RPS15 
SPI1,RPL6 
SPI1,RPL41 
SPI1,RPL27 
SPI1,RPIA 
SPI1,RNPS1 
SPI1,RNF5 
SPI1,RNF111 
SPI1,RNF10 
SPI1,RNASET2 
SPI1,RNASE4 
SPI1,RMI1 
SPI1,RINT1 
SPI1,RHO 
SPI1,RGS19 
SPI1,RGS14 
SPI1,RFX1 
SPI1,RFTN1 
SPI1,RFC5 
SPI1,RER1 
SPI1,REPIN1 
SPI1,REEP5 
SPI1,RCAN1 
SPI1,RBM34 
SPI1,RBBP5 
SPI1,RB1CC1 
SPI1,RASSF2 
SPI1,RASSF1 
SPI1,RARA 
SPI1,RAP2B 
SPI1,RAP1A 
SPI1,RANBP1 
SPI1,RALGDS 
SPI1,RALB 
SPI1,RAD51 
SPI1,RAC2 
SPI1,RAB5C 
SPI1,RAB5A 
SPI1,RAB36 
SPI1,RAB32 
SPI1,RAB30 
SPI1,RAB11FIP1 
SPI1,R3HCC1L 
SPI1,PYY2 
SPI1,PXN 
SPI1,PUM2 
SPI1,PTS 
SPI1,PTPRO 
SPI1,PTPRC 
SPI1,PTPN2 
SPI1,PTPN1 
SPI1,PTK2B 
SPI1,PSMB8 
SPI1,PSMB10 
SPI1,PSENEN 
SPI1,PSEN1 
SPI1,PSD4 
SPI1,PSAP 
SPI1,PRRG2 
SPI1,PRR14L 
SPI1,PRPF4 
SPI1,PRND 
SPI1,PRLR 
SPI1,PRDM1 
SPI1,PRAME 
SPI1,PPP2R3C 
SPI1,PPP2R1A 
SPI1,PPP1R10 
SPI1,PPP1CB 
SPI1,PPM1D 
SPI1,PPIL2 
SPI1,PPFIBP2 
SPI1,PPFIA3 
SPI1,PON2 
SPI1,POLR3B 
SPI1,POLR2E 
SPI1,POLD4 
SPI1,PNPLA4 
SPI1,PNP 
SPI1,PLXNC1 
SPI1,PLSCR1 
SPI1,PLK2 
SPI1,PLK1 
SPI1,PLCB2 
SPI1,PLAC8 
SPI1,PKN1 
SPI1,PITX3 
SPI1,PILRA 
SPI1,PIK3R5 
SPI1,PIK3CG 
SPI1,PIH1D1 
SPI1,PHF2 
SPI1,PGGT1B 
SPI1,PFKFB4 
SPI1,PES1 
SPI1,PEA15 
SPI1,PDLIM4 
SPI1,PDLIM2 
SPI1,PDK2 
SPI1,PDE4DIP 
SPI1,PDE4B 
SPI1,PDE1A 
SPI1,PDCD1LG2 
SPI1,PCM1 
SPI1,PCF11 
SPI1,PBXIP1 
SPI1,PBX2 
SPI1,PBK 
SPI1,PAX6 
SPI1,PARVB 
SPI1,PARP11 
SPI1,PARG 
SPI1,PAPOLB 
SPI1,PANK3 
SPI1,PAN2 
SPI1,PAK6 
SPI1,PAFAH1B2 
SPI1,OXSR1 
SPI1,OSTF1 
SPI1,OPRL1 
SPI1,OLFM1 
SPI1,OGN 
SPI1,OAZ1 
SPI1,OAS3 
SPI1,NXT2 
SPI1,NVL 
SPI1,NUP214 
SPI1,NUP155 
SPI1,NTS 
SPI1,NRBF2 
SPI1,NR3C1 
SPI1,NPFF 
SPI1,NOTCH4 
SPI1,NOSIP 
SPI1,NOS1AP 
SPI1,NOL6 
SPI1,NOD2 
SPI1,NMRK1 
SPI1,NME1 
SPI1,NGDN 
SPI1,NFU1 
SPI1,NFKB2 
SPI1,NFKB1 
SPI1,NEK2 
SPI1,NEDD9 
SPI1,NDUFV2 
SPI1,NDUFAF3 
SPI1,NDUFA13 
SPI1,NCKAP1L 
SPI1,NCK2 
SPI1,NAA50 
SPI1,MZB1 
SPI1,MYT1 
SPI1,MYLPF 
SPI1,MYL12A 
SPI1,MYD88 
SPI1,MX2 
SPI1,MVP 
SPI1,MUT 
SPI1,MTMR6 
SPI1,MTF1 
SPI1,MST1R 
SPI1,MSL2 
SPI1,MSC 
SPI1,MRPS10 
SPI1,MPPE1 
SPI1,MPDU1 
SPI1,MORN1 
SPI1,MORC3 
SPI1,MOB1A 
SPI1,MMP9 
SPI1,MLH1 
SPI1,MKI67 
SPI1,QSER1 
SPI1,MIA2 
SPI1,MGAT2 
SPI1,MEF2C 
SPI1,ME1 
SPI1,MDM4 
SPI1,MCM7 
SPI1,MCM5 
SPI1,MCL1 
SPI1,MBD2 
SPI1,MARCKSL1 
SPI1,MAP3K6 
SPI1,MAP3K13 
SPI1,MAP3K1 
SPI1,MAP1S 
SPI1,MAL 
SPI1,MAGEH1 
SPI1,MAFG 
SPI1,MAD1L1 
SPI1,M6PR 
SPI1,LYZL6 
SPI1,LYZ 
SPI1,LYN 
SPI1,LY96 
SPI1,LY86 
SPI1,LTC4S 
SPI1,LTB4R2 
SPI1,LST1 
SPI1,LSR 
SPI1,LSM7 
SPI1,LSM5 
SPI1,LSM2 
SPI1,LRRK1 
SPI1,LRP10 
SPI1,LRMP 
SPI1,LPGAT1 
SPIB,CSNK2A2 
SPIB,CSNK2A1 
SPIB,CREBBP 
SPIB,CEBPB 
SPIB,TBP 
SPIB,MAPK3 
SPIB,JUN 
SPIB,IRF4 
SPIB,SPIB 
SPIB,MAPK8 
SPIB,SPI1 
SPIB,RB1 
SRCAP,ATG9A 
SRCAP,CREBBP 
SRCAP,CARM1 
SRCAP,KAT2B 
SRCAP,NCOA2 
SREBF1,ZPBP 
SREBF1,ZNF668 
SREBF1,ACE 
SREBF1,SUMO1 
SREBF1,ZNF580 
SREBF1,SREBF1 
SREBF1,ESR1 
SREBF1,CREBBP 
SREBF1,ZNF507 
SREBF1,ATXN1 
SREBF1,SP1 
SREBF1,LMNA 
SREBF1,AFF4 
SREBF1,ID3 
SREBF1,ESR2 
SREBF1,SMARCD3 
SREBF1,ZNF292 
SREBF1,MAPK1 
SREBF1,ZMIZ1 
SREBF1,NR0B1 
SREBF1,ZIC4 
SREBF1,MAPK3 
SREBF1,ZFYVE9 
SREBF1,UBE2I 
SREBF1,ZFYVE26 
SREBF1,YY1 
SREBF1,ZFHX4 
SREBF1,ZCWPW1 
SREBF1,ZBTB40 
SREBF1,ZAK 
SREBF1,YTHDF3 
SREBF1,YIF1A 
SREBF1,YAP1 
SREBF1,YAF2 
SREBF1,WIZ 
SREBF1,WDR19 
SREBF1,WDR13 
SREBF1,WASL 
SREBF1,ASXL2 
SREBF1,VPS37B 
SREBF1,VPS35 
SREBF1,VPS33A 
SREBF1,ATP6V0B 
SREBF1,VPS26A 
SREBF1,VPS16 
SREBF1,VGLL4 
SREBF1,VAMP4 
SREBF1,VAMP2 
SREBF1,UTP18 
SREBF1,USF2 
SREBF1,UBN1 
SREBF1,UBE2Q1 
SREBF1,UBE2B 
SREBF1,UBAP2L 
SREBF1,TXNL4B 
SREBF1,TUG1 
SREBF1,TUBG1 
SREBF1,TUBB3 
SREBF1,TUBB2B 
SREBF1,TUBA8 
SREBF1,TSPAN3 
SREBF1,TSC1 
SREBF1,TROVE2 
SREBF1,TRIP12 
SREBF1,TRIM8 
SREBF1,TRIM3 
SREBF1,TRAIP 
SREBF1,TPP1 
SREBF1,TOP3A 
SREBF1,TOM1 
SREBF1,TOB1 
SREBF1,TNXB 
SREBF1,TNFSF15 
SREBF1,TMX2 
SREBF1,TMEM222 
SREBF1,TMEM185B 
SREBF1,TMEM132A 
SREBF1,CCDC92 
SREBF1,TMEM115 
SREBF1,CD226 
SREBF1,TIPARP 
SREBF1,TIMELESS 
SREBF1,THUMPD2 
SREBF1,TEX12 
SREBF1,TEX10 
SREBF1,CEP57 
SREBF1,TDG 
SREBF1,CHN1 
SREBF1,TBKBP1 
SREBF1,TBK1 
SREBF1,TBCC 
SREBF1,CINP 
SREBF1,TBC1D5 
SREBF1,TBC1D16 
SREBF1,TAGLN2 
SREBF1,TAF6L 
SREBF1,TAAR5 
SREBF1,SYNGR1 
SREBF1,CSTF2T 
SREBF1,SYBU 
SREBF1,CXCR5 
SREBF1,SUPT16H 
SREBF1,SUB1 
SREBF1,STXBP1 
SREBF1,STX6 
SREBF1,STUB1 
SREBF1,STMN1 
SREBF1,STK19 
SREBF1,DCAF11 
SREBF1,STK16 
SREBF1,STAT6 
SREBF1,STARD13 
SREBF1,DGKH 
SREBF1,SSNA1 
SREBF1,SREBF2 
SREBF1,SREBF1 
SREBF1,DLG4 
SREBF1,SPTBN4 
SREBF1,SPI1 
SREBF1,DSCR3 
SREBF1,SOX18 
SREBF1,SOD3 
SREBF1,SOCS2 
SREBF1,DVL2 
SREBF1,SNX2 
SREBF1,SNRPG 
SREBF1,SNRPA 
SREBF1,SNAP91 
SREBF1,SNAP29 
SREBF1,SMPD1 
SREBF1,SMC4 
SREBF1,SMC3 
SREBF1,SLC4A4 
SREBF1,FAM13B 
SREBF1,SLC36A1 
SREBF1,SLC35A5 
SREBF1,FARSA 
SREBF1,SLC31A2 
SREBF1,SLC25A36 
SREBF1,FBXL15 
SREBF1,SLC1A5 
SREBF1,SLC12A6 
SREBF1,SHPK 
SREBF1,FFAR2 
SREBF1,SHANK1 
SREBF1,SH3GL2 
SREBF1,SF3A3 
SREBF1,SETD5 
SREBF1,SERPINE1 
SREBF1,FOXI1 
SREBF1,SEMA7A 
SREBF1,SEMA4G 
SREBF1,SDF2 
SREBF1,SCAMP3 
SREBF1,GATA6 
SREBF1,SASH3 
SREBF1,SALL2 
SREBF1,SAE1 
SREBF1,RTN4 
SREBF1,RTF1 
SREBF1,GLYR1 
SREBF1,RPS9 
SREBF1,RPS6KA4 
SREBF1,GNAT3 
SREBF1,RPS28 
SREBF1,RPL36AL 
SREBF1,GPR107 
SREBF1,RPL23A 
SREBF1,RPA3 
SREBF1,RORC 
SREBF1,ROBO1 
SREBF1,RNF219 
SREBF1,RNF146 
SREBF1,RND3 
SREBF1,HECTD3 
SREBF1,RIT1 
SREBF1,RHPN1-AS1 
SREBF1,RHOG 
SREBF1,HMGN1 
SREBF1,RHCG 
SREBF1,RGL1 
SREBF1,REV3L 
SREBF1,REV1 
SREBF1,HOXA10 
SREBF1,RECQL5 
SREBF1,RCHY1 
SREBF1,RAP2C 
SREBF1,RAP1GAP2 
SREBF1,RANBP1 
SREBF1,HOXC13 
SREBF1,RAI2 
SREBF1,RAI14 
SREBF1,RABEP1 
SREBF1,HS1BP3 
SREBF1,PVALB 
SREBF1,PTPRCAP 
SREBF1,PTPN6 
SREBF1,PTMA 
SREBF1,PTCH1 
SREBF1,PTBP1 
SREBF1,PSMC3IP 
SREBF1,PROSC 
SREBF1,PRKG1 
SREBF1,PRKCD 
SREBF1,IGF2BP3 
SREBF1,PRKAR2B 
SREBF1,PRDM12 
SREBF1,IL11 
SREBF1,PPP1R14D 
SREBF1,PPM1H 
SREBF1,PPM1A 
SREBF1,PPCS 
SREBF1,POU6F2 
SREBF1,POU4F1 
SREBF1,POMGNT1 
SREBF1,POLR3C 
SREBF1,JUP 
SREBF1,PODNL1 
SREBF1,KAT5 
SREBF1,PLD3 
SREBF1,PLCG1 
SREBF1,PLA2G3 
SREBF1,KCNK2 
SREBF1,PLA2G15 
SREBF1,PKN1 
SREBF1,PKD1P1 
SREBF1,PIP4K2C 
SREBF1,PIM2 
SREBF1,PIGT 
SREBF1,PIGP 
SREBF1,KIF1C 
SREBF1,PIGC 
SREBF1,PIAS2 
SREBF1,PHYHIP 
SREBF1,KLHL24 
SREBF1,PHOX2B 
SREBF1,PHF20L1 
SREBF1,PELP1 
SREBF1,PDK4 
SREBF1,PDGFB 
SREBF1,PDCD6IP 
SREBF1,LDB1 
SREBF1,PCM1 
SREBF1,PCDHGB5 
SREBF1,LIAS 
SREBF1,PCDHGA9 
SREBF1,PCDHGA8 
SREBF1,PCDH8 
SREBF1,PCDH11X 
SREBF1,PAX7 
SREBF1,PARP3 
SREBF1,PAQR6 
SREBF1,PANK4 
SREBF1,PADI3 
SREBF1,PA2G4 
SREBF1,OTUD3 
SREBF1,OSGEP 
SREBF1,OSBPL8 
SREBF1,ORC4 
SREBF1,ONECUT2 
SREBF1,OAZ3 
SREBF1,NTRK3 
SREBF1,LRP3 
SREBF1,NRGN 
SREBF1,NR2E1 
SREBF1,NOTCH4 
SREBF1,NOL4 
SREBF1,NOC4L 
SREBF1,NKX2-5 
SREBF1,NINJ1 
SREBF1,NECAB3 
SREBF1,NDUFB3 
SREBF1,NCOA6 
SREBF1,NCKAP1 
SREBF1,NAPA 
SREBF1,NADK 
SREBF1,MYO9A 
SREBF1,MYF6 
SREBF1,MYBPC2 
SREBF1,MTHFR 
SREBF1,MRPS2 
SREBF1,MLX 
SREBF1,MKLN1 
SREBF1,MIP 
SREBF1,MID1IP1 
SREBF1,MFSD1 
SREBF1,MEGF9 
SREBF1,MC3R 
SREBF1,MBD5 
SREBF1,MAPK3 
SREBF1,MAP1LC3B 
SREBF1,MAFG 
SREBF1,LYPLA2 
SREBF1,LSR 
SREBF1,LRRC37A3 
SREBF1,LRFN4 
SREBF1,LOXL1 
SREBF1,LONP1 
SREBF1,LMO1 
SREBF1,LHX2 
SREBF1,LDLR 
SREBF1,LAMP1 
SREBF1,KRT81 
SREBF1,KLHL28 
SREBF1,KLF15 
SREBF1,KIF26B 
SREBF1,KDM6A 
SREBF1,KDM4C 
SREBF1,KCNE4 
SREBF1,KCNAB3 
SREBF1,KANSL2 
SREBF1,JUND 
SREBF1,JUN 
SREBF1,JOSD1 
SREBF1,ITGB8 
SREBF1,IRS4 
SREBF1,IRF9 
SREBF1,INTS6 
SREBF1,INPP5E 
SREBF1,ILF3 
SREBF1,IGSF1 
SREBF1,IGFLR1 
SREBF1,IGF1R 
SREBF1,IFT20 
SREBF1,IFITM3 
SREBF1,ID2 
SREBF1,HTR4 
SREBF1,HTR1D 
SREBF1,HSPD1 
SREBF1,HSPBAP1 
SREBF1,HSP90B1 
SREBF1,HSD17B2 
SREBF1,HOXD9 
SREBF1,HOXC5 
SREBF1,HOXC11 
SREBF1,HOXB3 
SREBF1,HOXA7 
SREBF1,HOXA11 
SREBF1,HOOK2 
SREBF1,HNRNPUL2 
SREBF1,HNRNPM 
SREBF1,HNRNPA3 
SREBF1,HMGCS1 
SREBF1,HES1 
SREBF1,HARS2 
SREBF1,HAL 
SREBF1,GUCY2D 
SREBF1,GTF2H1 
SREBF1,GRWD1 
SREBF1,GRM2 
SREBF1,GRK5 
SREBF1,GPS2 
SREBF1,GPRC5C 
SREBF1,GPNMB 
SREBF1,GNL1 
SREBF1,GNB2 
SREBF1,GNAI3 
SREBF1,GMFB 
SREBF1,GLA 
SREBF1,GIT2 
SREBF1,GIGYF2 
SREBF1,GGA2 
SREBF1,GDF9 
SREBF1,GCC1 
SREBF1,GAPDH 
SREBF1,GAA 
SREBF1,FXYD7 
SREBF1,FSHR 
SREBF1,FOXP3 
SREBF1,FOXD3 
SREBF1,FNDC3A 
SREBF1,FLVCR2 
